history_id,opportunity_id,from_stage,to_stage,changed_at,changed_by_user_id
H005106,O11631,4-Negotiation,5-Closed Won,2025-12-22 00:00:00,U217
H005107,O11632,,2-Qualified,2025-02-19 00:00:00,U217
H005108,O11632,2-Qualified,3-Proposal,2025-03-21 00:00:00,U217
H005109,O11632,3-Proposal,4-Negotiation,2025-04-14 00:00:00,U217
H005110,O11632,4-Negotiation,5-Closed Won,2025-04-30 00:00:00,U217
H005111,O11633,,2-Qualified,2026-03-06 00:00:00,U205
H005112,O11633,2-Qualified,3-Proposal,2026-03-07 00:00:00,U205
H005113,O11633,3-Proposal,4-Negotiation,2026-03-09 00:00:00,U205
H005114,O11633,4-Negotiation,5-Closed Won,2026-03-10 00:00:00,U205
H005115,O11634,,2-Qualified,2026-01-11 00:00:00,U214
H005116,O11634,2-Qualified,3-Proposal,2026-01-16 00:00:00,U214
H005117,O11634,3-Proposal,4-Negotiation,2026-01-22 00:00:00,U214
H005118,O11634,4-Negotiation,5-Closed Won,2026-01-30 00:00:00,U214
H005119,O11635,,2-Qualified,2025-06-08 00:00:00,U217
H005120,O11635,2-Qualified,3-Proposal,2025-07-04 00:00:00,U217
H005121,O11635,3-Proposal,6-Closed Lost,2025-08-12 00:00:00,U217
H005122,O11637,,2-Qualified,2025-10-07 00:00:00,U217
H005123,O11637,2-Qualified,6-Closed Lost,2025-11-25 00:00:00,U217
H005124,O11638,,2-Qualified,2024-06-02 00:00:00,U214
H005125,O11638,2-Qualified,3-Proposal,2024-07-13 00:00:00,U214
H005126,O11638,3-Proposal,4-Negotiation,2024-08-29 00:00:00,U214
H005127,O11638,4-Negotiation,5-Closed Won,2024-10-01 00:00:00,U214
H005128,O11639,,2-Qualified,2024-12-17 00:00:00,U213
H005129,O11639,2-Qualified,6-Closed Lost,2025-01-06 00:00:00,U213
H005130,O11640,,2-Qualified,2025-01-20 00:00:00,U203
H005131,O11640,2-Qualified,3-Proposal,2025-01-22 00:00:00,U203
H005132,O11640,3-Proposal,4-Negotiation,2025-01-24 00:00:00,U203
H005133,O11640,4-Negotiation,5-Closed Won,2025-01-26 00:00:00,U203
H005134,O11641,,2-Qualified,2025-07-10 00:00:00,U211
H005135,O11641,2-Qualified,6-Closed Lost,2025-08-20 00:00:00,U211
H005136,O11642,,2-Qualified,2024-04-08 00:00:00,U210
H005137,O11642,2-Qualified,3-Proposal,2024-04-13 00:00:00,U210
H005138,O11642,3-Proposal,4-Negotiation,2024-04-23 00:00:00,U210
H005139,O11642,4-Negotiation,5-Closed Won,2024-04-28 00:00:00,U210
H005140,O11643,,2-Qualified,2025-12-25 00:00:00,U223
H005141,O11643,2-Qualified,3-Proposal,2026-01-06 00:00:00,U223
H005142,O11643,3-Proposal,4-Negotiation,2026-01-17 00:00:00,U223
H005143,O11643,4-Negotiation,5-Closed Won,2026-01-20 00:00:00,U223
H005144,O11644,,2-Qualified,2025-05-03 00:00:00,U207
H005145,O11644,2-Qualified,3-Proposal,2025-05-06 00:00:00,U207
H005146,O11644,3-Proposal,4-Negotiation,2025-05-08 00:00:00,U207
H005147,O11644,4-Negotiation,5-Closed Won,2025-05-10 00:00:00,U207
H005148,O11645,,2-Qualified,2025-06-07 00:00:00,U216
H005149,O11645,2-Qualified,3-Proposal,2025-06-28 00:00:00,U216
H005150,O11645,3-Proposal,4-Negotiation,2025-07-26 00:00:00,U216
H005151,O11645,4-Negotiation,5-Closed Won,2025-08-10 00:00:00,U216
H005152,O11647,,2-Qualified,2026-06-02 00:00:00,U208
H005153,O11647,2-Qualified,3-Proposal,2026-07-17 00:00:00,U208
H005154,O11648,,2-Qualified,2025-03-02 00:00:00,U217
H005155,O11648,2-Qualified,3-Proposal,2025-03-31 00:00:00,U217
H005156,O11648,3-Proposal,4-Negotiation,2025-04-22 00:00:00,U217
H005157,O11648,4-Negotiation,5-Closed Won,2025-05-07 00:00:00,U217
H005158,O11649,,2-Qualified,2026-01-04 00:00:00,U217
H005159,O11649,2-Qualified,3-Proposal,2026-01-23 00:00:00,U217
H005160,O11649,3-Proposal,4-Negotiation,2026-02-16 00:00:00,U217
H005161,O11649,4-Negotiation,5-Closed Won,2026-03-11 00:00:00,U217
H005162,O11650,,2-Qualified,2024-06-25 00:00:00,U210
H005163,O11650,2-Qualified,3-Proposal,2024-07-02 00:00:00,U210
H005164,O11650,3-Proposal,4-Negotiation,2024-07-12 00:00:00,U210
H005165,O11650,4-Negotiation,5-Closed Won,2024-07-19 00:00:00,U210
H005166,O11651,,2-Qualified,2024-05-15 00:00:00,U219
H005167,O11651,2-Qualified,3-Proposal,2024-05-28 00:00:00,U219
H005168,O11651,3-Proposal,4-Negotiation,2024-06-14 00:00:00,U219
H005169,O11651,4-Negotiation,5-Closed Won,2024-07-07 00:00:00,U219
H005170,O11652,,2-Qualified,2024-08-25 00:00:00,U214
H005171,O11652,2-Qualified,3-Proposal,2024-09-06 00:00:00,U214
H005172,O11652,3-Proposal,6-Closed Lost,2024-09-19 00:00:00,U214
H005173,O11654,,2-Qualified,2025-06-05 00:00:00,U209
H005174,O11654,2-Qualified,3-Proposal,2025-06-16 00:00:00,U209
H005175,O11654,3-Proposal,6-Closed Lost,2025-06-26 00:00:00,U209
H005176,O11655,,2-Qualified,2026-05-21 00:00:00,U211
H005177,O11655,2-Qualified,3-Proposal,2026-06-28 00:00:00,U211
H005178,O11655,3-Proposal,4-Negotiation,2026-07-25 00:00:00,U211
H005179,O11656,,2-Qualified,2026-01-30 00:00:00,U207
H005180,O11656,2-Qualified,3-Proposal,2026-03-15 00:00:00,U207
H005181,O11656,3-Proposal,4-Negotiation,2026-04-23 00:00:00,U207
H005182,O11656,4-Negotiation,5-Closed Won,2026-06-16 00:00:00,U207
H005183,O11657,,2-Qualified,2025-08-24 00:00:00,U200
H005184,O11657,2-Qualified,3-Proposal,2025-09-11 00:00:00,U200
H005185,O11657,3-Proposal,4-Negotiation,2025-10-10 00:00:00,U200
H005186,O11657,4-Negotiation,5-Closed Won,2025-10-28 00:00:00,U200
H005187,O11659,,2-Qualified,2026-05-11 00:00:00,U203
H005188,O11659,2-Qualified,3-Proposal,2026-05-29 00:00:00,U203
H005189,O11659,3-Proposal,6-Closed Lost,2026-06-09 00:00:00,U203
H005190,O11660,,2-Qualified,2025-09-15 00:00:00,U208
H005191,O11660,2-Qualified,3-Proposal,2025-11-02 00:00:00,U208
H005192,O11660,3-Proposal,4-Negotiation,2025-12-22 00:00:00,U208
H005193,O11660,4-Negotiation,6-Closed Lost,2025-12-29 00:00:00,U208
H005194,O11661,,2-Qualified,2025-11-15 00:00:00,U213
H005195,O11661,2-Qualified,3-Proposal,2026-01-04 00:00:00,U213
H005196,O11661,3-Proposal,4-Negotiation,2026-01-30 00:00:00,U213
H005197,O11661,4-Negotiation,6-Closed Lost,2026-03-16 00:00:00,U213
H005198,O11662,,2-Qualified,2024-04-28 00:00:00,U217
H005199,O11662,2-Qualified,3-Proposal,2024-04-30 00:00:00,U217
H005200,O11662,3-Proposal,4-Negotiation,2024-05-01 00:00:00,U217
H005201,O11662,4-Negotiation,5-Closed Won,2024-05-03 00:00:00,U217
H005202,O11663,,2-Qualified,2025-11-05 00:00:00,U217
H005203,O11663,2-Qualified,3-Proposal,2025-11-25 00:00:00,U217
H005204,O11663,3-Proposal,4-Negotiation,2025-12-09 00:00:00,U217
H005205,O11663,4-Negotiation,5-Closed Won,2025-12-27 00:00:00,U217
H005206,O11664,,2-Qualified,2025-03-27 00:00:00,U208
H005207,O11664,2-Qualified,6-Closed Lost,2025-05-06 00:00:00,U208
H005208,O11665,,2-Qualified,2024-10-24 00:00:00,U208
H005209,O11665,2-Qualified,3-Proposal,2024-10-29 00:00:00,U208
H005210,O11665,3-Proposal,4-Negotiation,2024-11-02 00:00:00,U208
H005211,O11665,4-Negotiation,5-Closed Won,2024-11-08 00:00:00,U208
H005212,O11666,,2-Qualified,2024-11-09 00:00:00,U219
H005213,O11666,2-Qualified,3-Proposal,2024-11-22 00:00:00,U219
H005214,O11666,3-Proposal,4-Negotiation,2024-12-08 00:00:00,U219
H005215,O11666,4-Negotiation,5-Closed Won,2024-12-21 00:00:00,U219
H005216,O11667,,2-Qualified,2025-05-05 00:00:00,U215
H005217,O11667,2-Qualified,3-Proposal,2025-05-30 00:00:00,U215
H005218,O11667,3-Proposal,4-Negotiation,2025-06-11 00:00:00,U215
H005219,O11667,4-Negotiation,5-Closed Won,2025-07-06 00:00:00,U215
H005220,O11668,,2-Qualified,2026-01-08 00:00:00,U215
H005221,O11668,2-Qualified,3-Proposal,2026-01-26 00:00:00,U215
H005222,O11668,3-Proposal,4-Negotiation,2026-02-07 00:00:00,U215
H005223,O11668,4-Negotiation,5-Closed Won,2026-03-02 00:00:00,U215
H005224,O11669,,2-Qualified,2024-06-11 00:00:00,U218
H005225,O11669,2-Qualified,3-Proposal,2024-06-23 00:00:00,U218
H005226,O11669,3-Proposal,4-Negotiation,2024-07-11 00:00:00,U218
H005227,O11669,4-Negotiation,5-Closed Won,2024-07-23 00:00:00,U218
H005228,O11670,,2-Qualified,2025-01-12 00:00:00,U208
H005229,O11670,2-Qualified,6-Closed Lost,2025-02-24 00:00:00,U208
H005230,O11671,,2-Qualified,2025-07-19 00:00:00,U216
H005231,O11671,2-Qualified,3-Proposal,2025-08-12 00:00:00,U216
H005232,O11671,3-Proposal,4-Negotiation,2025-09-02 00:00:00,U216
H005233,O11671,4-Negotiation,5-Closed Won,2025-09-26 00:00:00,U216
H005234,O11672,,2-Qualified,2025-10-26 00:00:00,U204
H005235,O11672,2-Qualified,3-Proposal,2025-12-01 00:00:00,U204
H005236,O11672,3-Proposal,4-Negotiation,2025-12-29 00:00:00,U204
H005237,O11672,4-Negotiation,6-Closed Lost,2026-01-19 00:00:00,U204
H005238,O11673,,2-Qualified,2024-12-15 00:00:00,U223
H005239,O11673,2-Qualified,6-Closed Lost,2025-01-22 00:00:00,U223
H005240,O11675,,2-Qualified,2024-08-14 00:00:00,U210
H005241,O11675,2-Qualified,3-Proposal,2024-08-22 00:00:00,U210
H005242,O11675,3-Proposal,4-Negotiation,2024-09-03 00:00:00,U210
H005243,O11675,4-Negotiation,5-Closed Won,2024-09-16 00:00:00,U210
H005244,O11676,,2-Qualified,2024-03-15 00:00:00,U223
H005245,O11676,2-Qualified,3-Proposal,2024-03-28 00:00:00,U223
H005246,O11676,3-Proposal,4-Negotiation,2024-04-10 00:00:00,U223
H005247,O11676,4-Negotiation,5-Closed Won,2024-04-16 00:00:00,U223
H005248,O11678,,2-Qualified,2025-05-20 00:00:00,U210
H005249,O11678,2-Qualified,3-Proposal,2025-05-23 00:00:00,U210
H005250,O11678,3-Proposal,4-Negotiation,2025-05-25 00:00:00,U210
H005251,O11678,4-Negotiation,6-Closed Lost,2025-05-26 00:00:00,U210
H005252,O11679,,2-Qualified,2024-03-23 00:00:00,U223
H005253,O11679,2-Qualified,3-Proposal,2024-04-30 00:00:00,U223
H005254,O11679,3-Proposal,4-Negotiation,2024-05-29 00:00:00,U223
H005255,O11679,4-Negotiation,6-Closed Lost,2024-06-21 00:00:00,U223
H005256,O11680,,2-Qualified,2025-04-13 00:00:00,U214
H005257,O11680,2-Qualified,3-Proposal,2025-04-28 00:00:00,U214
H005258,O11680,3-Proposal,4-Negotiation,2025-05-13 00:00:00,U214
H005259,O11680,4-Negotiation,5-Closed Won,2025-05-24 00:00:00,U214
H005260,O11681,,2-Qualified,2024-07-29 00:00:00,U208
H005261,O11681,2-Qualified,3-Proposal,2024-08-30 00:00:00,U208
H005262,O11681,3-Proposal,4-Negotiation,2024-10-09 00:00:00,U208
H005263,O11681,4-Negotiation,6-Closed Lost,2024-11-26 00:00:00,U208
H005264,O11682,,2-Qualified,2024-06-02 00:00:00,U216
H005265,O11682,2-Qualified,6-Closed Lost,2024-06-30 00:00:00,U216
H005266,O11683,,2-Qualified,2025-06-09 00:00:00,U222
H005267,O11683,2-Qualified,3-Proposal,2025-06-11 00:00:00,U222
H005268,O11683,3-Proposal,4-Negotiation,2025-06-13 00:00:00,U222
H005269,O11683,4-Negotiation,5-Closed Won,2025-06-16 00:00:00,U222
H005270,O11684,,2-Qualified,2025-07-08 00:00:00,U208
H005271,O11684,2-Qualified,3-Proposal,2025-07-31 00:00:00,U208
H005272,O11684,3-Proposal,4-Negotiation,2025-08-14 00:00:00,U208
H005273,O11684,4-Negotiation,5-Closed Won,2025-09-02 00:00:00,U208
H005274,O11685,,2-Qualified,2025-05-13 00:00:00,U220
H005275,O11685,2-Qualified,3-Proposal,2025-06-15 00:00:00,U220
H005276,O11685,3-Proposal,4-Negotiation,2025-07-16 00:00:00,U220
H005277,O11685,4-Negotiation,6-Closed Lost,2025-08-16 00:00:00,U220
H005278,O11686,,2-Qualified,2025-02-18 00:00:00,U203
H005279,O11686,2-Qualified,3-Proposal,2025-03-27 00:00:00,U203
H005280,O11686,3-Proposal,4-Negotiation,2025-04-17 00:00:00,U203
H005281,O11686,4-Negotiation,5-Closed Won,2025-05-05 00:00:00,U203
H005282,O11688,,2-Qualified,2026-04-01 00:00:00,U220
H005283,O11688,2-Qualified,3-Proposal,2026-05-05 00:00:00,U220
H005284,O11688,3-Proposal,4-Negotiation,2026-06-04 00:00:00,U220
H005285,O11688,4-Negotiation,5-Closed Won,2026-06-23 00:00:00,U220
H005286,O11689,,2-Qualified,2024-05-21 00:00:00,U221
H005287,O11689,2-Qualified,3-Proposal,2024-06-11 00:00:00,U221
H005288,O11689,3-Proposal,4-Negotiation,2024-06-27 00:00:00,U221
H005289,O11689,4-Negotiation,6-Closed Lost,2024-07-11 00:00:00,U221
H005290,O11690,,2-Qualified,2026-04-16 00:00:00,U215
H005291,O11690,2-Qualified,3-Proposal,2026-04-22 00:00:00,U215
H005292,O11690,3-Proposal,4-Negotiation,2026-04-30 00:00:00,U215
H005293,O11690,4-Negotiation,5-Closed Won,2026-05-06 00:00:00,U215
H005294,O11691,,2-Qualified,2025-11-24 00:00:00,U203
H005295,O11691,2-Qualified,3-Proposal,2026-01-12 00:00:00,U203
H005296,O11691,3-Proposal,4-Negotiation,2026-02-04 00:00:00,U203
H005297,O11691,4-Negotiation,5-Closed Won,2026-03-16 00:00:00,U203
H005298,O11692,,2-Qualified,2024-02-25 00:00:00,U217
H005299,O11692,2-Qualified,3-Proposal,2024-03-25 00:00:00,U217
H005300,O11692,3-Proposal,4-Negotiation,2024-04-20 00:00:00,U217
H005301,O11692,4-Negotiation,6-Closed Lost,2024-05-28 00:00:00,U217
H005302,O11694,,2-Qualified,2024-04-25 00:00:00,U223
H005303,O11694,2-Qualified,3-Proposal,2024-05-24 00:00:00,U223
H005304,O11694,3-Proposal,4-Negotiation,2024-06-13 00:00:00,U223
H005305,O11694,4-Negotiation,5-Closed Won,2024-06-24 00:00:00,U223
H005306,O11695,,2-Qualified,2026-03-22 00:00:00,U214
H005307,O11695,2-Qualified,3-Proposal,2026-04-18 00:00:00,U214
H005308,O11695,3-Proposal,4-Negotiation,2026-05-26 00:00:00,U214
H005309,O11695,4-Negotiation,5-Closed Won,2026-06-20 00:00:00,U214
H005310,O11697,,2-Qualified,2025-02-06 00:00:00,U202
H005311,O11697,2-Qualified,6-Closed Lost,2025-04-18 00:00:00,U202
H005312,O11698,,2-Qualified,2025-03-24 00:00:00,U215
H005313,O11698,2-Qualified,3-Proposal,2025-04-16 00:00:00,U215
H005314,O11698,3-Proposal,6-Closed Lost,2025-05-03 00:00:00,U215
H005315,O11699,,2-Qualified,2024-10-21 00:00:00,U214
H005316,O11699,2-Qualified,3-Proposal,2024-10-23 00:00:00,U214
H005317,O11699,3-Proposal,6-Closed Lost,2024-10-25 00:00:00,U214
H005318,O11700,,2-Qualified,2025-10-26 00:00:00,U221
H005319,O11700,2-Qualified,3-Proposal,2025-11-13 00:00:00,U221
H005320,O11700,3-Proposal,4-Negotiation,2025-11-29 00:00:00,U221
H005321,O11700,4-Negotiation,5-Closed Won,2025-12-20 00:00:00,U221
H005322,O11701,,2-Qualified,2025-11-30 00:00:00,U214
H005323,O11701,2-Qualified,3-Proposal,2025-12-27 00:00:00,U214
H005324,O11701,3-Proposal,4-Negotiation,2026-01-22 00:00:00,U214
H005325,O11701,4-Negotiation,5-Closed Won,2026-02-11 00:00:00,U214
H005326,O11702,,2-Qualified,2024-11-21 00:00:00,U210
H005327,O11702,2-Qualified,3-Proposal,2024-12-22 00:00:00,U210
H005328,O11702,3-Proposal,6-Closed Lost,2025-02-03 00:00:00,U210
H005329,O11703,,2-Qualified,2024-04-06 00:00:00,U213
H005330,O11703,2-Qualified,3-Proposal,2024-05-02 00:00:00,U213
H005331,O11703,3-Proposal,4-Negotiation,2024-05-27 00:00:00,U213
H005332,O11703,4-Negotiation,5-Closed Won,2024-06-25 00:00:00,U213
H005333,O11704,,2-Qualified,2025-12-15 00:00:00,U221
H005334,O11704,2-Qualified,3-Proposal,2025-12-24 00:00:00,U221
H005335,O11704,3-Proposal,4-Negotiation,2025-12-30 00:00:00,U221
H005336,O11704,4-Negotiation,5-Closed Won,2026-01-09 00:00:00,U221
H005337,O11705,,2-Qualified,2024-08-19 00:00:00,U210
H005338,O11705,2-Qualified,3-Proposal,2024-09-26 00:00:00,U210
H005339,O11705,3-Proposal,4-Negotiation,2024-10-30 00:00:00,U210
H005340,O11705,4-Negotiation,6-Closed Lost,2024-11-15 00:00:00,U210
H005341,O11706,,2-Qualified,2024-07-27 00:00:00,U215
H005342,O11706,2-Qualified,3-Proposal,2024-08-03 00:00:00,U215
H005343,O11706,3-Proposal,4-Negotiation,2024-08-14 00:00:00,U215
H005344,O11706,4-Negotiation,6-Closed Lost,2024-08-20 00:00:00,U215
H005345,O11707,,2-Qualified,2024-06-10 00:00:00,U208
H005346,O11707,2-Qualified,3-Proposal,2024-06-27 00:00:00,U208
H005347,O11707,3-Proposal,4-Negotiation,2024-07-13 00:00:00,U208
H005348,O11707,4-Negotiation,6-Closed Lost,2024-08-01 00:00:00,U208
H005349,O11709,,2-Qualified,2025-03-21 00:00:00,U204
H005350,O11709,2-Qualified,3-Proposal,2025-03-29 00:00:00,U204
H005351,O11709,3-Proposal,6-Closed Lost,2025-04-06 00:00:00,U204
H005352,O11710,,2-Qualified,2024-10-03 00:00:00,U207
H005353,O11710,2-Qualified,6-Closed Lost,2024-10-29 00:00:00,U207
H005354,O11711,,2-Qualified,2026-05-08 00:00:00,U220
H005355,O11711,2-Qualified,3-Proposal,2026-07-22 00:00:00,U220
H005356,O11711,3-Proposal,4-Negotiation,2026-09-14 00:00:00,U220
H005357,O11712,,2-Qualified,2026-08-28 00:00:00,U220
H005358,O11712,2-Qualified,3-Proposal,2026-11-10 00:00:00,U220
H005359,O11713,,2-Qualified,2024-07-10 00:00:00,U203
H005360,O11713,2-Qualified,3-Proposal,2024-08-06 00:00:00,U203
H005361,O11713,3-Proposal,4-Negotiation,2024-09-02 00:00:00,U203
H005362,O11713,4-Negotiation,6-Closed Lost,2024-09-22 00:00:00,U203
H005363,O11714,,2-Qualified,2024-08-09 00:00:00,U218
H005364,O11714,2-Qualified,3-Proposal,2024-08-10 00:00:00,U218
H005365,O11714,3-Proposal,4-Negotiation,2024-08-11 00:00:00,U218
H005366,O11714,4-Negotiation,5-Closed Won,2024-08-12 00:00:00,U218
H005367,O11715,,2-Qualified,2025-01-01 00:00:00,U217
H005368,O11715,2-Qualified,3-Proposal,2025-01-16 00:00:00,U217
H005369,O11715,3-Proposal,4-Negotiation,2025-01-27 00:00:00,U217
H005370,O11715,4-Negotiation,5-Closed Won,2025-02-04 00:00:00,U217
H005371,O11716,,2-Qualified,2026-09-17 00:00:00,U210
H005372,O11719,,2-Qualified,2025-08-23 00:00:00,U200
H005373,O11719,2-Qualified,3-Proposal,2025-09-24 00:00:00,U200
H005374,O11719,3-Proposal,6-Closed Lost,2025-10-27 00:00:00,U200
H005375,O11720,,2-Qualified,2026-06-22 00:00:00,U208
H005376,O11721,,2-Qualified,2026-04-30 00:00:00,U217
H005377,O11721,2-Qualified,3-Proposal,2026-05-07 00:00:00,U217
H005378,O11721,3-Proposal,6-Closed Lost,2026-05-11 00:00:00,U217
H005379,O11722,,2-Qualified,2024-05-25 00:00:00,U203
H005380,O11722,2-Qualified,3-Proposal,2024-07-29 00:00:00,U203
H005381,O11722,3-Proposal,6-Closed Lost,2024-08-26 00:00:00,U203
H005382,O11723,,2-Qualified,2025-06-07 00:00:00,U223
H005383,O11723,2-Qualified,3-Proposal,2025-07-01 00:00:00,U223
H005384,O11723,3-Proposal,4-Negotiation,2025-08-14 00:00:00,U223
H005385,O11723,4-Negotiation,5-Closed Won,2025-09-19 00:00:00,U223
H005386,O11724,,2-Qualified,2024-02-18 00:00:00,U219
H005387,O11724,2-Qualified,3-Proposal,2024-03-15 00:00:00,U219
H005388,O11724,3-Proposal,4-Negotiation,2024-05-01 00:00:00,U219
H005389,O11724,4-Negotiation,5-Closed Won,2024-06-08 00:00:00,U219
H005390,O11725,,2-Qualified,2024-06-15 00:00:00,U207
H005391,O11725,2-Qualified,3-Proposal,2024-07-23 00:00:00,U207
H005392,O11725,3-Proposal,4-Negotiation,2024-09-06 00:00:00,U207
H005393,O11725,4-Negotiation,5-Closed Won,2024-09-28 00:00:00,U207
H005394,O11726,,2-Qualified,2024-08-09 00:00:00,U219
H005395,O11726,2-Qualified,3-Proposal,2024-09-02 00:00:00,U219
H005396,O11726,3-Proposal,4-Negotiation,2024-09-28 00:00:00,U219
H005397,O11726,4-Negotiation,5-Closed Won,2024-10-27 00:00:00,U219
H005398,O11728,,2-Qualified,2024-04-01 00:00:00,U217
H005399,O11728,2-Qualified,3-Proposal,2024-04-24 00:00:00,U217
H005400,O11728,3-Proposal,4-Negotiation,2024-06-01 00:00:00,U217
H005401,O11728,4-Negotiation,6-Closed Lost,2024-07-05 00:00:00,U217
H005402,O11729,,2-Qualified,2026-02-03 00:00:00,U213
H005403,O11729,2-Qualified,6-Closed Lost,2026-03-20 00:00:00,U213
H005404,O11730,,2-Qualified,2026-05-29 00:00:00,U217
H005405,O11730,2-Qualified,3-Proposal,2026-06-07 00:00:00,U217
H005406,O11730,3-Proposal,4-Negotiation,2026-06-16 00:00:00,U217
H005407,O11730,4-Negotiation,6-Closed Lost,2026-06-22 00:00:00,U217
H005408,O11731,,2-Qualified,2025-04-19 00:00:00,U216
H005409,O11731,2-Qualified,3-Proposal,2025-04-30 00:00:00,U216
H005410,O11731,3-Proposal,4-Negotiation,2025-05-21 00:00:00,U216
H005411,O11731,4-Negotiation,5-Closed Won,2025-06-09 00:00:00,U216
H005412,O11732,,2-Qualified,2025-10-09 00:00:00,U207
H005413,O11732,2-Qualified,6-Closed Lost,2025-10-13 00:00:00,U207
H005414,O11733,,2-Qualified,2025-11-01 00:00:00,U203
H005415,O11733,2-Qualified,3-Proposal,2025-11-30 00:00:00,U203
H005416,O11733,3-Proposal,4-Negotiation,2026-01-15 00:00:00,U203
H005417,O11733,4-Negotiation,6-Closed Lost,2026-02-15 00:00:00,U203
H005418,O11734,,2-Qualified,2024-01-18 00:00:00,U217
H005419,O11734,2-Qualified,6-Closed Lost,2024-02-12 00:00:00,U217
H005420,O11735,,2-Qualified,2024-10-05 00:00:00,U203
H005421,O11735,2-Qualified,3-Proposal,2024-10-17 00:00:00,U203
H005422,O11735,3-Proposal,4-Negotiation,2024-11-06 00:00:00,U203
H005423,O11735,4-Negotiation,5-Closed Won,2024-11-19 00:00:00,U203
H005424,O11736,,2-Qualified,2024-10-25 00:00:00,U206
H005425,O11736,2-Qualified,3-Proposal,2024-11-08 00:00:00,U206
H005426,O11736,3-Proposal,4-Negotiation,2024-11-24 00:00:00,U206
H005427,O11736,4-Negotiation,5-Closed Won,2024-12-05 00:00:00,U206
H005428,O11737,,2-Qualified,2025-03-12 00:00:00,U217
H005429,O11737,2-Qualified,3-Proposal,2025-04-13 00:00:00,U217
H005430,O11737,3-Proposal,4-Negotiation,2025-05-15 00:00:00,U217
H005431,O11737,4-Negotiation,5-Closed Won,2025-06-16 00:00:00,U217
H005432,O11738,,2-Qualified,2026-05-01 00:00:00,U208
H005433,O11738,2-Qualified,3-Proposal,2026-05-12 00:00:00,U208
H005434,O11738,3-Proposal,4-Negotiation,2026-05-25 00:00:00,U208
H005435,O11738,4-Negotiation,6-Closed Lost,2026-06-09 00:00:00,U208
H005436,O11740,,2-Qualified,2026-06-22 00:00:00,U218
H005437,O11740,2-Qualified,3-Proposal,2026-08-15 00:00:00,U218
H005438,O11740,3-Proposal,4-Negotiation,2026-10-17 00:00:00,U218
H005439,O11741,,2-Qualified,2024-12-08 00:00:00,U208
H005440,O11741,2-Qualified,3-Proposal,2024-12-20 00:00:00,U208
H005441,O11741,3-Proposal,4-Negotiation,2024-12-31 00:00:00,U208
H005442,O11741,4-Negotiation,5-Closed Won,2025-01-18 00:00:00,U208
H005443,O11742,,2-Qualified,2026-03-30 00:00:00,U220
H005444,O11742,2-Qualified,3-Proposal,2026-05-28 00:00:00,U220
H005445,O11742,3-Proposal,4-Negotiation,2026-07-06 00:00:00,U220
H005446,O11743,,2-Qualified,2024-08-03 00:00:00,U220
H005447,O11743,2-Qualified,3-Proposal,2024-08-24 00:00:00,U220
H005448,O11743,3-Proposal,4-Negotiation,2024-09-13 00:00:00,U220
H005449,O11743,4-Negotiation,5-Closed Won,2024-09-24 00:00:00,U220
H005450,O11744,,2-Qualified,2026-05-01 00:00:00,U206
H005451,O11744,2-Qualified,3-Proposal,2026-05-13 00:00:00,U206
H005452,O11744,3-Proposal,6-Closed Lost,2026-05-19 00:00:00,U206
H005453,O11745,,2-Qualified,2024-07-26 00:00:00,U205
H005454,O11745,2-Qualified,3-Proposal,2024-08-30 00:00:00,U205
H005455,O11745,3-Proposal,4-Negotiation,2024-10-25 00:00:00,U205
H005456,O11745,4-Negotiation,5-Closed Won,2024-12-20 00:00:00,U205
H005457,O11746,,2-Qualified,2024-12-18 00:00:00,U219
H005458,O11746,2-Qualified,3-Proposal,2024-12-26 00:00:00,U219
H005459,O11746,3-Proposal,4-Negotiation,2025-01-03 00:00:00,U219
H005460,O11746,4-Negotiation,5-Closed Won,2025-01-07 00:00:00,U219
H005461,O11747,,2-Qualified,2024-05-03 00:00:00,U223
